Age,Occupation,Annual_Income,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Credit_Mix,Outstanding_Debt,Credit_Utilization_Ratio,Credit_History_Age,Payment_of_Min_Amount,Total_EMI_per_month,Amount_invested_monthly,Payment_Behaviour,Monthly_Balance,Credit_Score
29.0,2,42541.92,3445.16,6.0,5.0,7.0,5.0,3.0,11.0,12.31,5.0,2,240.24,26.476313360783,153.0,2,162.37537379542317,22.627996447578106,4,273.9976618144532,Standard
32.0,12,14924.12,1347.6766666666667,8.0,7.0,16.0,2.0,8.0,19.0,10.8,7.0,2,22.71,40.11869122604234,130.0,2,19.92836450656589,21.904031954606133,5,299.3156844627392,Standard
38.0,2,36791.9,2772.991666666667,6.0,7.0,20.0,3.0,26.0,19.0,1.6,3.0,2,145.6,31.411495131818903,281.0,1,57.30150931559734,30.619596611788864,4,287.3879885264429,Standard
45.0,14,22517.1,1600.425,3.0,5.0,6.0,0.0,9.0,20.0,8.32,4.0,2,729.74,38.376450135151366,193.0,2,0.0,45.05508733297969,5,245.5802382038116,Standard
15.0,11,47752.38,4227.365,8.0,6.0,28.0,6.0,21.0,18.0,13.13,12.0,2,1801.77,23.311533129975416,195.0,2,166.37574402655838,47.62253348710239,2,408.6703360167527,Standard
43.0,8,15225.99,1488.8325,8.0,6.0,21.0,3.0,31.0,18.0,0.86,9.0,0,2103.91,32.125737083275645,131.0,0,29.415622966550306,17.421053041936613,1,352.04657399151307,Poor
30.0,2,79413.04,6342.753333333332,10.0,10.0,21.0,3.0,41.0,20.0,12.83,11.0,0,2367.11,35.58271734177625,139.0,2,173.7773029102787,147.98806146713713,4,150.608716743005,Standard
29.0,11,16361.9,1618.4916666666666,6.0,9.0,31.0,8.0,45.0,19.0,20.95,6.0,0,4949.89,24.89807669768464,46.0,2,104.73037888276976,25.701904286012866,4,172.4154710712895,Poor
41.0,12,37840.48,3435.373333333333,3.0,3.0,12.0,1.0,4.0,0.0,7.46,1.0,1,120.49,25.319798513315263,201.0,1,27.67749606294096,25.51376179593368,0,530.3460754744589,Standard
53.0,11,57652.54,4968.378333333333,0.0,7.0,5.0,1.0,12.0,0.0,11.95,1.0,1,1401.5,26.823395230457244,363.0,1,36.559939561081656,67.3520095355646,5,518.8947281835041,Standard
41.0,6,8446.315,627.8595833333334,9.0,6.0,18.0,6.0,19.0,10.0,11.05,10.0,2,1291.0,32.505501158547695,110.0,2,28.201959285524588,23.78835448408933,4,281.6018406813099,Poor
31.0,1,10250.2,873.1833333333334,7.0,4.0,19.0,4.0,21.0,17.0,8.04,6.0,2,1437.24,28.841439679155165,99.0,2,30.95734002396283,12.943511556007376,2,258.8102783606645,Standard
23.0,8,155955.8,12806.316666666666,5.0,3.0,2.0,2.0,0.0,5.0,5.32,3.0,1,233.93,41.36509117339404,283.0,1,130.7253093174342,87.78621667614559,1,627.1226702948136,Good
14.0,10,14547.7,1144.3083333333334,8.0,9.0,26.0,7.0,46.0,16.0,28.81,7.0,0,4499.91,21.62851115077584,49.0,0,80.2881061786025,13.589688410114624,4,197.80400449113856,Poor
31.0,3,15067.08,1325.59,7.0,5.0,16.0,5.0,22.0,16.0,24.81,9.0,0,3980.49,36.79210125458605,165.0,2,42.66800030832207,34.14176144662119,4,234.4375200889017,Standard
21.0,13,110110.04,9238.836666666666,8.0,4.0,12.0,4.0,15.0,15.0,5.61,0.0,1,1495.41,26.8664162119572,205.0,0,233.86001731112623,62.264910438406325,1,552.3828395997315,Good
37.0,1,17568.98,1718.081666666667,7.0,6.0,27.0,8.0,44.0,22.0,29.09,9.0,0,2551.73,37.81058630099107,123.0,2,100.4203361560985,20.40409712455282,1,257.2767174719719,Standard
27.0,12,40078.08,3385.84,0.0,6.0,7.0,0.0,2.0,3.0,5.62,4.0,1,649.84,35.42233760248033,365.0,1,0.0,37.98453516899869,2,390.8114673313745,Poor
34.0,2,37822.18,3082.848333333333,7.0,8.0,34.0,9.0,29.0,22.0,0.57,9.0,0,3805.47,24.41880763458411,136.0,2,159.2651877340675,47.44794963540659,5,244.02665912222253,Poor
36.0,1,17604.075,1236.00625,7.0,7.0,13.0,3.0,1.0,15.0,4.1,4.0,2,353.62,36.8621674215987,298.0,1,37.54383620289943,13.207125922380976,4,267.4125570840721,Standard
43.0,6,15985.41,1372.1175,7.0,3.0,17.0,7.0,22.0,14.0,14.86,9.0,2,1325.27,25.96353653399992,219.0,2,64.12679423335244,34.8671238705389,3,308.2178318961087,Poor
51.0,2,25795.66,1924.638333333333,5.0,7.0,9.0,0.0,28.0,19.0,1.38,1.0,2,777.94,40.69608162691104,353.0,1,0.0,25.915829690373144,4,350.1910516072069,Standard
50.0,13,35991.91,2920.325833333334,3.0,4.0,3.0,3.0,9.0,2.0,4.84,1.0,1,792.73,25.00295039057593,197.0,1,60.50607215872269,55.73582467159718,1,404.796839488654,Good
26.0,2,46036.35000000001,3930.362500000001,6.0,6.0,19.0,5.0,52.0,16.0,14.75,8.0,0,2576.0,33.19586610884889,173.0,2,146.4016503912428,41.27692186129232,1,413.4548543398328,Poor
29.0,12,69082.12,5567.843333333332,3.0,3.0,33.0,3.0,13.0,12.0,16.08,6.0,2,1467.48,28.253702072013287,129.0,2,119.4617547662783,48.37431310409355,4,531.8439728490702,Poor
29.0,14,35566.44,3239.870000000001,6.0,8.0,32.0,6.0,12.0,11.0,15.59,10.0,2,2203.49,24.188130797846146,93.0,2,171.59050838028304,77.3193004826378,4,192.2370604411989,Standard
35.0,13,59961.82,4983.818333333334,5.0,1.0,7.0,3.0,11.0,0.0,7.07,6.0,1,91.38,38.32327415287829,352.0,1,93.84233619266304,86.6290509498343,0,547.5301476593332,Good
32.0,4,20316.57,1926.0475,3.0,8.0,24.0,3.0,20.0,15.0,12.07,9.0,2,2584.09,34.853799667884005,95.0,2,45.78906263015938,17.21393992097352,1,343.07920394422166,Poor
34.0,3,17680.79,1329.3991666666668,9.0,7.0,23.0,5.0,36.0,24.0,26.7,6.0,0,4894.42,28.7578414289486,77.0,2,71.47433778123587,13.978475440768255,0,287.4871034446625,Poor
25.0,4,32382.37,2960.530833333333,4.0,7.0,5.0,2.0,14.0,14.0,11.3,4.0,2,626.47,29.024771860928432,352.0,1,38.773568179465656,40.48171443776872,5,401.3655665988978,Standard
19.0,13,32186.31,2957.1925,4.0,1.0,2.0,1.0,15.0,10.0,3.75,2.0,1,305.84,31.91505625348403,323.0,1,19.711000450166253,43.99207540700215,1,419.0816122051839,Good
32.0,14,46586.31,4041.1925,6.0,4.0,6.0,6.0,9.0,17.0,17.18,5.0,2,1787.16,38.882356276394745,219.0,2,167.21829728582358,67.68736945435283,4,280.9561716810505,Standard
31.0,5,59050.48,5018.873333333334,8.0,8.0,28.0,9.0,56.0,25.0,23.29,10.0,0,4283.98,27.71645805811905,23.0,2,339.4953287455546,62.95833876267415,5,15.450914052143046,Standard
48.0,7,23079.29,1755.2741666666668,3.0,5.0,8.0,3.0,7.0,16.0,4.66,1.0,1,850.79,28.317511567216247,314.0,1,45.55427580511181,23.9760858633913,2,270.2902050161395,Standard
22.0,6,22119.355,1925.2795833333328,2.0,7.0,11.0,2.0,2.0,0.0,6.92,0.0,1,1111.07,24.78303228883508,315.0,0,33.295075489222626,53.48655498366016,5,295.77294244962087,Standard
25.0,1,44248.14,3654.345,9.0,7.0,31.0,6.0,38.0,17.0,0.84,7.0,0,1857.47,31.41014045265648,131.0,2,210.73382965827,72.56139379739537,0,318.0697095575711,Poor
38.0,5,7468.77,681.3975,8.0,8.0,29.0,9.0,60.0,24.0,27.82,11.0,0,2550.65,38.62510747502253,160.0,2,44.48134887065773,0.0,4,239.26152671822464,Poor
29.0,11,24208.83,1773.4025,7.0,4.0,13.0,3.0,29.0,20.0,5.4,4.0,2,873.13,26.092570700987807,391.0,1,42.313036239239416,13.658860714211476,1,343.2729083082495,Standard
24.0,12,41504.48,3405.706666666667,2.0,7.0,5.0,4.0,1.0,2.0,10.08,2.0,1,731.25,34.81663282995333,344.0,1,104.94380127866758,37.08303258795687,5,395.480317278124,Standard
32.0,14,42326.99,3577.249166666666,0.0,2.0,4.0,4.0,9.0,10.0,5.97,0.0,1,1233.0,35.726780222018554,215.0,1,116.61871979482096,37.229756047193725,2,333.5718433489753,Good
18.0,7,19092.79,1781.065833333333,10.0,8.0,19.0,7.0,43.0,19.0,6.99,9.0,0,1445.08,29.17391227630407,125.0,2,64.61680227844492,22.07763397730272,0,313.65848167069566,Poor
35.0,12,37570.83,3081.9025,2.0,2.0,7.0,0.0,12.0,11.0,2.17,0.0,1,1194.37,37.6182781050398,334.0,1,845.0,113.19060730909264,4,274.17785755370875,Good
33.0,8,76443.15,6244.2625,3.0,7.0,17.0,3.0,8.0,15.0,10.32,0.0,2,1318.4,29.28682946508977,393.0,1,116.82154773710371,87.9896151561991,3,476.1829473374521,Standard
21.0,7,19296.415,1845.034583333333,1.0,5.0,12.0,3.0,5.0,13.0,6.11,0.0,1,1278.11,30.17771156299443,359.0,1,47.5248023558129,21.3614771471231,2,296.05610693579945,Standard
43.0,13,13613.385,1078.44875,7.0,6.0,11.0,0.0,0.0,17.0,19.83,5.0,2,506.93,33.80749643347452,200.0,2,0.0,0.0,0,338.03600142427007,Standard
31.0,0,38103.74,3175.311666666666,8.0,7.0,16.0,0.0,11.0,8.0,4.74,1.0,2,129.64,26.64044574757942,385.0,1,0.0,33.98486427338268,0,479.18190207355536,Standard
42.0,11,67426.82,5810.901666666668,4.0,6.0,5.0,5.0,18.0,10.0,16.880000000000006,7.0,2,671.39,37.19552154180971,154.0,2,196.5708370165125,121.7088430825984,0,498.3537548116223,Standard
31.0,7,20501.67,1771.4725,6.0,7.0,17.0,8.0,47.0,17.0,19.15,12.0,0,3373.13,39.78591307729136,106.0,2,108.62813768485697,29.99197214311716,1,244.9402066733614,Poor
35.0,6,60830.92,5044.243333333333,0.0,1.0,11.0,4.0,15.0,3.0,7.41,0.0,1,133.63,30.445669649289712,279.0,1,159.79934699914432,66.08381347838157,1,488.0945977124408,Good
23.0,5,17188.14,1178.345,6.0,9.0,16.0,6.0,56.0,20.0,16.2,7.0,0,1751.34,36.145712541024345,86.0,2,63.5112656771433,46.16303115260509,5,217.17630652038943,Poor
43.0,13,21759.54,1693.295,3.0,4.0,11.0,1.0,16.0,16.0,9.1,2.0,2,1218.27,32.315825479992924,281.0,1,10.444343622745256,28.09187513818515,0,367.0869290018797,Standard
15.0,4,70705.88,6034.156666666668,6.0,9.0,16.0,6.0,26.0,15.0,13.81,6.0,2,2207.69,28.176534507077104,158.0,0,321.0964318738197,49.42046447755367,0,377.2585939245485,Poor
30.0,2,20415.52,1728.293333333333,7.0,6.0,27.0,5.0,61.0,14.0,7.42,9.0,2,2590.01,36.28040513218743,146.0,2,74.2724150474626,22.16618358301059,1,322.9258315923524,Poor
21.0,1,18707.73,1751.9775,10.0,9.0,28.0,4.0,61.0,20.0,12.48,7.0,0,1362.32,26.606217428032927,227.0,2,58.18533392755749,14.37334801772482,1,321.6732482001684,Poor
35.0,6,20915.43,1533.9525,9.0,8.0,21.0,2.0,28.0,14.0,10.21,6.0,0,2186.19,37.522431695034825,128.0,2,34.755718898757216,84.08095125029698,5,250.86812165658296,Poor
19.0,9,16397.44,1113.4533333333334,2.0,1.0,1.0,1.0,14.0,7.0,1.51,2.0,1,804.67,25.436781478526765,383.0,1,6.898288998100544,14.285252654836466,0,330.16179168039633,Good
45.0,3,138154.96,11388.913333333332,5.0,2.0,8.0,3.0,14.0,9.0,10.68,4.0,1,1251.9,31.16118409094029,331.0,1,270.19056660682685,174.10803404706382,4,934.5927326794426,Standard
29.0,9,119568.15,9880.0125,0.0,4.0,1.0,3.0,9.0,11.0,8.87,0.0,1,451.46,36.582599633878175,272.0,1,249.68111315506025,121.8697120566788,5,69.50170538858936,Poor
42.0,6,63539.56,4996.963333333333,8.0,7.0,15.0,2.0,21.0,18.0,2.03,10.0,0,2638.22,29.684938570271694,196.0,2,60.66704901520035,51.872733330708,2,516.2112547639213,Poor
33.0,4,19455.49,1428.2908333333337,7.0,3.0,20.0,2.0,16.0,19.0,15.46,5.0,2,1427.03,37.80289792156341,146.0,2,31.30713069585225,55.63457142455949,3,321.095365960078,Standard
30.0,0,62546.8,4951.233333333334,5.0,6.0,8.0,2.0,7.0,19.0,7.63,0.0,1,1146.47,29.468951616621062,224.0,1,69.72084239010081,62.00907323906304,1,560.5791787918033,Poor
20.0,1,67825.23,5819.1025,6.0,4.0,15.0,0.0,16.0,8.0,16.82,7.0,2,148.04,24.090060101508907,206.0,2,0.0,40.31077194138327,5,369.5572080464541,Standard
38.0,12,60082.77,5125.8975,8.0,5.0,15.0,6.0,52.0,20.0,20.68,7.0,0,3040.88,39.69648496243579,75.0,2,159.32052682787702,61.00710053139365,1,431.2252549393128,Poor
21.0,4,56122.68000000001,4751.89,10.0,8.0,31.0,4.0,38.0,19.0,14.18,10.0,2,1274.63,39.80010951742588,176.0,2,98.3821735874208,37.6258492641206,5,488.3979229752436,Poor
23.0,13,15331.52,1033.6266666666668,10.0,7.0,34.0,5.0,61.0,19.0,8.05,12.0,0,2097.85,31.855179042853127,107.0,0,42.68588125136765,36.29409188909725,5,279.45387975778226,Standard
39.0,9,33749.25,2640.4375,5.0,7.0,3.0,2.0,20.0,13.0,11.16,0.0,1,753.63,40.261565187778494,296.0,1,41.832060318555534,20.81343949629324,2,325.7189620375276,Good
24.0,8,50528.61,4073.7175,9.0,10.0,17.0,9.0,41.0,18.0,9.26,8.0,0,2664.49,33.62897840432756,153.0,2,333.7049777899132,50.23286319901364,5,114.64722839451102,Poor
28.0,10,29758.46,2687.8716666666664,5.0,6.0,8.0,3.0,25.0,16.0,10.79,4.0,2,817.45,37.444678544768,320.0,1,71.50603017195898,58.98044125753821,1,385.7864433881558,Standard
29.0,5,25355.14,1878.928333333333,8.0,4.0,12.0,3.0,9.0,8.0,4.49,1.0,2,172.56,24.9796524092284,183.0,1,38.23483307112723,14.822044833099287,3,321.06660125104645,Standard
45.0,11,29944.64,2787.3866666666668,8.0,4.0,4.0,1.0,24.0,11.0,1.41,3.0,1,1337.15,31.85941285305448,281.0,0,22.237681266645072,26.97055170242761,3,386.903590936193,Good
29.0,8,17187.27,1589.2725,10.0,7.0,24.0,8.0,54.0,17.0,13.79,8.0,0,4962.25,32.70039711745402,53.0,2,90.56454168926052,15.978471222769391,1,277.3958493996537,Poor
14.0,12,42266.3,3505.191666666667,7.0,7.0,13.0,3.0,6.0,18.0,12.13,7.0,2,656.02,31.944536664507627,335.0,2,59.26225982538867,70.65694001400803,4,398.6274923788185,Standard
34.0,7,56038.28,4860.856666666667,5.0,4.0,10.0,2.0,7.0,14.0,8.03,4.0,1,264.52,28.50178319178156,249.0,1,76.22103398122317,69.26263489425602,1,590.6019977911875,Good
28.0,2,16861.34,1453.111666666667,2.0,6.0,2.0,3.0,5.0,5.0,10.77,2.0,1,408.71,33.240207840488075,277.0,1,41.57299470679325,21.205443465340583,4,235.82800424328585,Good
18.0,9,15094.925,1342.9104166666666,3.0,5.0,1.0,0.0,17.0,8.0,9.56,0.0,1,268.53,34.38695086804285,283.0,1,0.0,51.21932087280962,4,304.3435168370658,Poor
33.0,7,35166.35,3139.5291666666667,4.0,4.0,2.0,1.0,15.0,12.0,4.33,2.0,1,1185.57,28.98730930722041,249.0,1,26.85650123419343,30.284430568954264,1,440.10976060611785,Good
50.0,9,86742.32,7030.526666666668,8.0,4.0,19.0,2.0,8.0,12.0,14.12,2.0,2,19.11,25.31711249579205,311.0,2,136.34231114684215,76.67907422131466,5,350.98529752501577,Standard
19.0,7,71608.12,6029.343333333332,2.0,3.0,10.0,4.0,2.0,1.0,3.61,0.0,1,643.24,36.65084856657278,219.0,1,122.47845360083832,65.02705075054214,5,482.4122844129805,Good
28.0,8,20685.51,1779.7924999999998,6.0,5.0,27.0,4.0,41.0,19.0,19.7,6.0,0,1256.46,28.327493219160427,230.0,2,44.049700917701024,45.82016525550385,5,195.715773167936,Poor
35.0,8,21734.19,1572.1825,4.0,1.0,10.0,1.0,4.0,12.0,8.11,4.0,1,263.2,37.328915391607374,337.0,1,13.359059078362773,17.36428972480781,5,376.4949011968295,Good
51.0,13,22489.25,1643.104166666667,5.0,5.0,7.0,2.0,11.0,13.0,11.93,2.0,1,1189.23,34.81192748681845,204.0,1,34.0190082767121,20.033068377340093,4,300.06237848410353,Standard
42.0,8,16524.395,1645.0329166666668,5.0,5.0,20.0,4.0,26.0,14.0,11.65,3.0,2,988.27,39.44895997702758,307.0,1,44.23685735774106,15.822911562197625,3,335.2232744221112,Standard
26.0,12,124885.11000000002,10127.0925,3.0,6.0,1.0,1.0,6.0,12.0,10.41,0.0,1,935.74,40.19476534507724,363.0,1,73.82316214852673,173.85742195179157,1,903.6593543260612,Standard
41.0,1,33209.27,2954.439166666666,1.0,6.0,8.0,2.0,24.0,4.0,11.99,4.0,1,743.65,39.49417777207104,202.0,1,54.263163320411365,22.09789355496704,4,409.1111547151918,Standard
32.0,4,16572.96,1317.08,4.0,3.0,14.0,3.0,9.0,17.0,18.02,4.0,2,2253.31,40.8507817428595,233.0,2,21.719814344041207,26.07677401072052,5,317.46298312817765,Standard
25.0,6,20833.19,1664.0991666666666,6.0,6.0,34.0,5.0,36.0,22.0,16.02,7.0,0,4987.19,34.515445475652406,46.0,2,77.59130261824843,11.7777878729686,3,242.81093500454347,Poor
40.0,5,19436.28,1640.6899999999996,5.0,5.0,16.0,5.0,19.0,12.0,17.59,8.0,2,1819.46,37.9346480653602,183.0,2,80.27057495503294,25.70465074731604,2,273.4835145358526,Standard
29.0,4,20456.35,1542.6958333333332,7.0,10.0,15.0,9.0,25.0,18.0,8.58,9.0,0,4424.37,32.661004916930075,91.0,2,124.17343956383776,29.73538216176681,5,122.97099573007524,Standard
36.0,11,28485.95,2639.829166666667,8.0,5.0,5.0,1.0,16.0,15.0,19.51,3.0,2,339.45,33.51092487063549,395.0,2,17.43495131492973,32.562596807785376,1,393.0620479949762,Standard
24.0,14,40105.03,3515.085833333333,2.0,6.0,4.0,1.0,3.0,4.0,6.55,3.0,1,618.37,30.49325216810581,322.0,1,17.861333199761017,48.82080538307501,1,525.2820221955757,Standard
40.0,12,30988.54,2827.3783333333336,6.0,6.0,6.0,7.0,27.0,18.0,11.4,8.0,2,189.28,31.091861992118183,160.0,0,158.54924133741258,32.717022751613634,2,291.68250185084565,Standard
32.0,4,73475.02,6225.918333333334,0.0,5.0,8.0,3.0,30.0,9.0,3.6,1.0,1,148.21,28.0687189952646,200.0,1,177.01684711754208,73.66353353191063,1,593.3614968530637,Poor
53.0,5,17321.505,1361.45875,6.0,7.0,13.0,1.0,21.0,17.0,14.64,2.0,2,589.67,37.08295047734809,364.0,1,14.369364225797485,27.89838146720417,4,287.99473294811787,Standard
49.0,2,27525.02,2239.7516666666666,6.0,6.0,6.0,0.0,22.0,19.0,17.92,2.0,2,999.12,25.94963043226016,277.0,2,0.0,63.144334156884725,5,360.54481550954176,Standard
46.0,6,122050.38,10173.865,3.0,2.0,8.0,4.0,11.0,5.0,10.66,0.0,1,490.86,22.267574010817704,257.0,1,336.37541623969247,142.33045980951653,5,22.824368663599216,Good
27.0,11,32763.68,2616.306666666667,7.0,7.0,5.0,4.0,11.0,13.0,16.3,8.0,2,574.82,31.39143904107612,219.0,2,99.19011378356296,48.54484307686605,3,337.5565764990397,Standard
34.0,9,179987.28,14816.94,5.0,5.0,8.0,4.0,14.0,11.0,0.54,1.0,1,741.28,25.43758963729844,247.0,1,417.8439911050921,107.7728967696935,5,97.42232144342006,Poor
36.0,8,34989.38,3211.7816666666663,4.0,3.0,9.0,3.0,1.0,10.0,11.28,4.0,1,957.58,24.403940056234827,304.0,1,84.11593622346284,39.6531494373052,4,232.02920618678075,Standard
29.0,12,35235.45,3048.2875,6.0,4.0,15.0,1.0,18.0,6.0,15.41,7.0,2,1140.68,34.494269699630536,209.0,2,23.125097608813267,24.408264519013,2,404.5669851419104,Standard
33.0,12,72414.06,6234.505,5.0,6.0,19.0,4.0,7.0,21.0,9.55,2.0,2,1020.01,39.65584358253757,298.0,1,201.37507856429127,45.927429288365744,0,534.5049634003437,Standard
37.0,12,63259.8,5538.6500000000015,4.0,4.0,17.0,6.0,17.0,19.0,16.86,7.0,2,2572.3,31.219845554485325,209.0,2,263.0772078847184,124.72780713702524,5,219.68425162112183,Poor
30.0,5,89064.52,7256.043333333334,5.0,3.0,1.0,1.0,6.0,7.0,6.37,3.0,1,648.36,31.976528123949045,356.0,1,37.57275058079424,99.64225222938629,4,335.7422584003684,Good
25.0,10,31137.12,2405.76,6.0,6.0,31.0,8.0,16.0,20.0,20.18,8.0,0,2938.55,35.659453646393544,25.0,2,112.96669885479572,57.31715540623106,5,262.21457719672816,Standard
43.0,7,33714.38,2918.5316666666663,10.0,10.0,15.0,9.0,30.0,18.0,15.09,6.0,0,3086.29,34.416548225398365,20.0,2,235.27977961872955,20.04497824566744,0,276.52840880226967,Poor
20.0,13,17497.83,1409.1525,3.0,7.0,19.0,4.0,25.0,15.0,8.13,6.0,2,2538.81,39.155189366561416,112.0,2,43.903944907751615,30.00167992532557,1,317.0096251669228,Poor
14.0,12,9150.48,992.54,8.0,3.0,15.0,5.0,10.0,17.0,9.17,4.0,2,177.16,32.389059856775845,171.0,2,22.50044085925581,15.476081222167211,3,321.8201480850581,Standard
14.0,12,35593.16,2711.096666666667,6.0,10.0,27.0,4.0,47.0,21.0,15.67,11.0,0,1368.27,32.57319169943041,70.0,2,72.4217552457502,21.96025536120589,5,233.61914751436973,Poor
33.0,4,10333.895,657.1579166666667,3.0,6.0,20.0,4.0,13.0,14.0,11.32,8.0,2,70.46,26.1450975360904,119.0,2,21.453340535857645,27.375693135514013,4,280.5089394412525,Standard
27.0,3,19903.785,1670.64875,1.0,4.0,7.0,0.0,5.0,1.0,4.33,1.0,1,1015.4,27.072303333886413,345.0,0,0.0,15.29013400055874,5,310.6249181364267,Standard
33.0,1,19171.68,1413.64,10.0,10.0,34.0,9.0,43.0,23.0,7.5,11.0,0,2092.74,32.46816744277806,135.0,2,92.59091305437772,46.257445182103964,5,190.14240382509644,Poor
25.0,2,18863.28,1515.9399999999996,9.0,7.0,33.0,6.0,46.0,24.0,6.68,8.0,0,1505.76,24.876225065682327,146.0,0,49.78859567660973,34.82850446536805,3,333.4793132085277,Standard
15.0,12,33537.3,2899.775,10.0,6.0,28.0,7.0,20.0,24.0,15.95,12.0,0,2502.26,31.812675327736315,100.0,2,169.2558027710161,47.01820514319109,2,285.150701162989,Standard
16.0,2,15784.09,1417.3408333333334,8.0,7.0,18.0,6.0,48.0,24.0,2.3,7.0,0,1265.19,34.6359831751382,71.0,2,51.76555620306017,55.377209331941344,5,264.07391540732254,Poor
41.0,3,69895.76,5954.6466666666665,7.0,6.0,16.0,3.0,5.0,16.0,11.82,8.0,2,2286.15,36.20415136158368,176.0,2,139.74400328077368,74.79078374047319,0,561.8795484512488,Poor
51.0,11,33254.2,3062.183333333333,4.0,7.0,3.0,0.0,30.0,4.0,6.94,2.0,1,67.51,34.10490016097692,206.0,1,0.0,35.688714672117726,1,229.2980208861283,Poor
45.0,2,15635.86,1341.9883333333337,3.0,3.0,15.0,2.0,17.0,14.0,6.21,1.0,2,409.7,26.15190382280021,319.0,1,18.134519446557647,17.220577590287107,4,345.12265140597475,Standard
39.0,13,52742.91,4441.2425,4.0,7.0,15.0,3.0,20.0,14.0,13.79,11.0,2,1645.23,26.984137898028816,137.0,2,76.63686697494155,42.92631605388939,5,433.51469521606657,Poor
37.0,14,140948.32,11794.693333333336,5.0,6.0,14.0,4.0,10.0,15.0,5.29,0.0,2,105.66,35.72117551948126,351.0,0,310.15597101792025,94.08679129948024,0,849.1013937796595,Standard
43.0,1,14311.105,1277.5920833333332,4.0,3.0,4.0,3.0,5.0,12.0,3.53,3.0,1,380.09,39.79951923289349,254.0,1,21.815732505989967,26.91412408166911,2,339.02935174567426,Good
29.0,12,177546.36,14813.53,5.0,1.0,5.0,0.0,2.0,6.0,7.3,1.0,1,715.97,31.19575082482605,358.0,0,0.0,157.21817380621815,3,920.2038133757992,Good
50.0,2,20995.615,1909.6345833333328,0.0,2.0,6.0,1.0,2.0,5.0,4.57,3.0,1,1238.55,38.66133236184286,341.0,1,9.143908457799562,49.69087890314177,0,404.3757524340281,Good
25.0,11,15985.56,1083.13,6.0,7.0,29.0,7.0,24.0,19.0,21.6,7.0,0,3311.2,34.83048309279075,62.0,2,63.23668088820283,18.127915472264124,5,253.82421598039863,Poor
44.0,3,94159.71,8028.642499999999,0.0,1.0,4.0,2.0,6.0,9.0,2.2,2.0,1,781.5,24.55790724065473,226.0,0,121.0485480438686,67.71062311675671,4,582.258666584579,Good
44.0,4,59426.85000000001,5049.2375,8.0,10.0,27.0,9.0,54.0,18.0,29.06,11.0,0,4625.22,30.41208976690379,11.0,2,226.45577118438945,34.545112810401,3,75.88957649333702,Standard
34.0,14,48662.02,4301.168333333333,7.0,7.0,5.0,4.0,29.0,11.0,11.96,2.0,2,660.09,37.235706814686296,371.0,2,86.44703440996695,28.119146748448447,0,536.7845010732955,Standard
16.0,6,61277.55,4876.4625,5.0,6.0,14.0,2.0,5.0,15.0,15.54,5.0,2,1380.47,36.465369684761015,92.0,2,88.56625811708618,76.48414078232469,2,350.08992438437133,Standard
32.0,6,15447.63,1005.3025,3.0,4.0,27.0,3.0,24.0,10.0,15.91,8.0,2,2461.68,39.73291574095192,70.0,2,37.983305158917965,12.661153413512125,1,299.88579142756987,Poor
42.0,3,70334.76,5602.23,9.0,9.0,21.0,3.0,55.0,25.0,9.52,11.0,0,1438.69,25.98413874785624,187.0,2,91.61263632162478,68.28689218066434,5,103.4998710416653,Poor
40.0,0,51884.96,4490.746666666667,6.0,4.0,10.0,0.0,15.0,18.0,8.98,5.0,2,811.42,25.862048325872674,196.0,2,0.0,65.983557215303,4,437.0479602613033,Standard
21.0,4,50774.91,4431.2425,6.0,7.0,23.0,7.0,56.0,20.0,1.81,12.0,0,1265.83,31.939796644130567,231.0,2,290.50174371451067,49.16480372811339,5,174.89179868394382,Poor
45.0,12,142665.96,12065.83,8.0,6.0,6.0,0.0,25.0,20.0,16.42,2.0,2,474.5,29.20773462103357,265.0,2,0.0,78.83204012488883,5,634.5894753096272,Standard
36.0,11,68332.18,5513.348333333332,7.0,6.0,20.0,0.0,23.0,17.0,11.92,1.0,2,380.03,41.744722200565576,317.0,1,0.0,45.4723556395763,1,742.379475154719,Standard
41.0,9,38919.9,3215.3250000000007,8.0,7.0,13.0,1.0,7.0,13.0,10.2,0.0,2,1058.13,28.91142628106408,241.0,0,22.01288433547301,37.23988513798479,0,493.5542020561914,Standard
35.0,4,17164.73,1545.394166666667,3.0,6.0,18.0,3.0,9.0,11.0,14.35,4.0,2,172.13,25.54248943660333,107.0,0,35.18435848320144,26.32691705791752,5,303.81266512946587,Standard
48.0,1,39715.98,3089.6650000000004,4.0,7.0,12.0,3.0,6.0,13.0,19.73,1.0,2,1125.16,26.76358141508438,315.0,2,77.1869982621674,30.821186562928503,5,173.46361225893585,Standard
33.0,9,162550.04,13331.836666666668,5.0,5.0,1.0,0.0,8.0,3.0,3.9,4.0,1,571.39,27.820110800175343,341.0,1,0.0,143.52931864524902,4,295.50988567025024,Good
24.0,13,105645.6,9090.8,5.0,4.0,5.0,4.0,28.0,17.0,2.41,1.0,2,1336.91,33.39128772387657,249.0,1,315.40610064414074,91.01856747918042,4,568.7808008630508,Standard
